Timestamp,ObjectName,ObjectState,Label,Aux Message,AOI_Origin,AOI_Width,AOI_Height,EyeTracker-x,EyeTracker-y,obj_x,obj_y
1742904400160,Mouse Click,Neutral,,,"(1752.0, 652.0)",0,0,0.0,0.0,1752.0,652.0
1742904400247,,,,Game Starts,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1742904402744,,,,Init Trial,"(0.0, 0.0)",0,0,1226.5,1019.5,0.0,0.0
1742904402744,BlueFlowers,Appear,Distractor,,"(1292.4, 244.7)",495,416,1226.5,1019.5,1266.9,130.0
1742904403510,BlueFlowers,Disappear,Distractor,,"(1292.4, 244.7)",495,416,1189.2,1069.2,1266.9,130.0
1742904405527,,,,End Trial,"(0.0, 0.0)",0,0,676.6,343.6,0.0,0.0
1742904405527,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,676.6,343.6,0.0,0.0
1742904406043,,,,Init Trial,"(0.0, 0.0)",0,0,546.1,973.4,0.0,0.0
1742904406043,BlueFlowers,Appear,Distractor,,"(678.2, 245.9)",388,406,546.1,973.4,651.9,133.4
1742904408809,,,,End Trial,"(0.0, 0.0)",0,0,1303.4,324.7,0.0,0.0
1742904408809,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,1303.4,324.7,0.0,0.0
1742904409310,,,,Init Trial,"(0.0, 0.0)",0,0,1220.4,259.8,0.0,0.0
1742904409310,YellowPurpleFlowers,Appear,Distractor,,"(657.2, 265.7)",408,416,1220.4,259.8,651.9,131.2
1742904412079,,,,End Trial,"(0.0, 0.0)",0,0,882.3,455.8,0.0,0.0
1742904412080,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,882.3,455.8,0.0,0.0
1742904412577,,,,Init Trial,"(0.0, 0.0)",0,0,888.8,433.3,0.0,0.0
1742904412578,YellowPurpleFlowers,Appear,Distractor,,"(657.2, 265.7)",408,416,888.8,433.3,651.9,131.2
1742904413327,YellowPurpleFlowers,Disappear,Distractor,,"(657.2, 265.7)",408,416,997.0,375.1,651.9,131.2
1742904415344,,,,End Trial,"(0.0, 0.0)",0,0,915.2,416.0,0.0,0.0
1742904415344,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,915.2,416.0,0.0,0.0
1742904415843,,,,Init Trial,"(0.0, 0.0)",0,0,912.9,401.4,0.0,0.0
1742904415843,Mushroom,Appear,Target,,"(1286.9, 206.6)",358,311,912.9,401.4,1267.4,194.3
1742904416410,Mouse Click,Correct,Target clicked,,"(1752.0, 652.0)",0,0,1255.4,247.4,1752.0,652.0
1742904416610,Mushroom,Disappear,Target,,"(1286.9, 206.6)",358,311,1257.9,242.2,1267.4,194.3
1742904418610,,,,End Trial,"(0.0, 0.0)",0,0,855.7,745.9,0.0,0.0
1742904419127,,,,Init Trial,"(0.0, 0.0)",0,0,682.6,872.0,0.0,0.0
1742904419127,BlueFlowers,Appear,Distractor,,"(1292.4, 244.7)",495,416,682.6,872.0,1266.9,130.0
1742904419894,BlueFlowers,Disappear,Distractor,,"(1292.4, 244.7)",495,416,635.0,998.3,1266.9,130.0
1742904421894,,,,End Trial,"(0.0, 0.0)",0,0,1030.3,482.9,0.0,0.0
1742904421894,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,1030.3,482.9,0.0,0.0
1742904422395,,,,Init Trial,"(0.0, 0.0)",0,0,1024.6,478.0,0.0,0.0
1742904422396,BlueFlowers,Appear,Distractor,,"(678.2, 245.9)",388,406,1024.6,478.0,651.9,133.4
1742904423160,BlueFlowers,Disappear,Distractor,,"(678.2, 245.9)",388,406,1023.0,461.1,651.9,133.4
1742904425177,,,,End Trial,"(0.0, 0.0)",0,0,1182.1,247.7,0.0,0.0
1742904425177,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,1182.1,247.7,0.0,0.0
1742904425696,,,,Init Trial,"(0.0, 0.0)",0,0,1338.0,301.8,0.0,0.0
1742904425697,Mushroom,Appear,Target,,"(664.6, 208.5)",265,304,1338.0,301.8,651.4,196.4
1742904426444,Mushroom,Disappear,Target,,"(664.6, 208.5)",265,304,664.1,255.5,651.4,196.4
1742904428460,,,,End Trial,"(0.0, 0.0)",0,0,1056.3,913.4,0.0,0.0
1742904429728,YellowPurpleFlowers,Disappear,Distractor,,"(657.2, 265.7)",408,416,707.6,288.6,651.9,131.2
1742904431744,,,,End Trial,"(0.0, 0.0)",0,0,1261.2,344.1,0.0,0.0
1742904431744,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,1261.2,344.1,0.0,0.0
1742904432260,,,,Init Trial,"(0.0, 0.0)",0,0,1258.1,337.1,0.0,0.0
1742904432260,BlueFlowers,Appear,Distractor,,"(678.2, 245.9)",388,406,1258.1,337.1,651.9,133.4
1742904433010,BlueFlowers,Disappear,Distractor,,"(678.2, 245.9)",388,406,659.6,241.1,651.9,133.4
1742904435027,,,,End Trial,"(0.0, 0.0)",0,0,716.7,309.1,0.0,0.0
1742904435027,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,716.7,309.1,0.0,0.0
1742904435545,,,,Init Trial,"(0.0, 0.0)",0,0,721.1,298.1,0.0,0.0
1742904435545,Mushroom,Appear,Target,,"(1286.9, 206.6)",358,311,721.1,298.1,1267.4,194.3
1742904436277,Mouse Click,Correct,Target clicked,,"(1752.0, 652.0)",0,0,1239.0,186.9,1752.0,652.0
1742904436312,Mushroom,Disappear,Target,,"(1286.9, 206.6)",358,311,1246.7,182.6,1267.4,194.3
1742904439577,BlueFlowers,Disappear,Distractor,,"(1292.4, 244.7)",495,416,1217.9,257.1,1266.9,130.0
1742904441594,,,,End Trial,"(0.0, 0.0)",0,0,1213.1,262.7,0.0,0.0
