Timestamp,ObjectName,ObjectState,Label,Aux Message,AOI_Origin,AOI_Width,AOI_Height,EyeTracker-x,EyeTracker-y,obj_x,obj_y
1733730301568,,,,Game Starts,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1733730308503,Mouse Click,Neutral,,,"(1700.0, 713.0)",0,0,0.0,0.0,1700.0,713.0
1733730336743,Mouse Click,Neutral,,,"(1031.0, 241.0)",0,0,0.0,0.0,1031.0,241.0
1733730340111,Mushroom,Disappear,Target,,"(664.6, 208.5)",265,304,1247.6,309.1,651.4,196.4
1733730342627,,,,Init Trial,"(0.0, 0.0)",0,0,730.4,393.1,0.0,0.0
1733730342628,YellowPurpleFlowers,Appear,Distractor,,"(657.2, 265.7)",408,416,730.4,393.1,651.9,131.2
1733730342844,Mouse Click,Incorrect,Distractor clicked,,"(1031.0, 241.0)",0,0,737.7,467.4,1031.0,241.0
1733730343393,YellowPurpleFlowers,Disappear,Distractor,,"(657.2, 265.7)",408,416,744.0,821.3,651.9,131.2
1733730343876,Mouse Click,Neutral,,,"(1031.0, 241.0)",0,0,546.5,951.1,1031.0,241.0
1733730344744,Mouse Click,Neutral,,,"(1031.0, 241.0)",0,0,575.1,968.6,1031.0,241.0
1733730345411,,,,End Trial,"(0.0, 0.0)",0,0,1309.5,165.9,0.0,0.0
1733730345927,,,,Init Trial,"(0.0, 0.0)",0,0,1368.9,-103.9,0.0,0.0
1733730345927,Mushroom,Appear,Target,,"(664.6, 208.5)",265,304,1368.9,-103.9,651.4,196.4
1733730348694,Mouse Click,Neutral,,,"(1031.0, 241.0)",0,0,555.2,1022.1,1031.0,241.0
1733730348694,,,,End Trial,"(0.0, 0.0)",0,0,555.2,1022.1,0.0,0.0
1733730349194,,,,Init Trial,"(0.0, 0.0)",0,0,554.3,1004.7,0.0,0.0
1733730349195,BlueFlowers,Appear,Distractor,,"(1292.4, 244.7)",495,416,554.3,1004.7,1266.9,130.0
1733730349943,Mouse Click,Incorrect,Distractor clicked,,"(1031.0, 241.0)",0,0,704.5,1003.8,1031.0,241.0
1733730349960,BlueFlowers,Disappear,Distractor,,"(1292.4, 244.7)",495,416,704.0,1013.9,1266.9,130.0
1733730352477,,,,Init Trial,"(0.0, 0.0)",0,0,563.2,987.2,0.0,0.0
1733730352478,Mushroom,Appear,Target,,"(664.6, 208.5)",265,304,563.2,987.2,651.4,196.4
1733730353194,Mouse Click,Correct,Target clicked,,"(1031.0, 241.0)",0,0,599.5,351.2,1031.0,241.0
1733730353228,Mushroom,Disappear,Target,,"(664.6, 208.5)",265,304,549.7,675.1,651.4,196.4
1733730355246,,,,End Trial,"(0.0, 0.0)",0,0,557.7,1000.5,0.0,0.0
1733730355745,,,,Init Trial,"(0.0, 0.0)",0,0,579.2,994.3,0.0,0.0
1733730355745,YellowPurpleFlowers,Appear,Distractor,,"(1253.7, 264.9)",527,425,579.2,994.3,1266.9,127.8
1733730356395,Mouse Click,Incorrect,Distractor clicked,,"(1031.0, 241.0)",0,0,811.7,577.9,1031.0,241.0
1733730356511,YellowPurpleFlowers,Disappear,Distractor,,"(1253.7, 264.9)",527,425,592.5,996.9,1266.9,127.8
1733730358127,Mouse Click,Neutral,,,"(1031.0, 241.0)",0,0,634.1,984.5,1031.0,241.0
1733730358528,,,,End Trial,"(0.0, 0.0)",0,0,601.9,1004.6,0.0,0.0
1733730359047,,,,Init Trial,"(0.0, 0.0)",0,0,622.0,1016.4,0.0,0.0
1733730359047,BlueFlowers,Appear,Distractor,,"(678.2, 245.9)",388,406,622.0,1016.4,651.9,133.4
1733730359794,BlueFlowers,Disappear,Distractor,,"(678.2, 245.9)",388,406,637.6,231.4,651.9,133.4
1733730361027,Mouse Click,Incorrect,Distractor clicked,,"(1031.0, 241.0)",0,0,615.7,1011.2,1031.0,241.0
