Timestamp,ObjectName,ObjectState,Label,Aux Message,AOI_Origin,AOI_Width,AOI_Height,EyeTracker-x,EyeTracker-y,obj_x,obj_y
1741344827724,,,,Game Starts,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1741344829241,,,,Init Trial,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1741344829242,PesticideMushroom,Appear,Distractor,,"(658.2, 226.2)",214,255,0.0,0.0,644.0,139.1
1741344829907,PesticideMushroom,Disappear,Distractor,,"(658.2, 226.2)",214,255,0.0,0.0,644.0,139.1
1741344830425,,,,End Trial,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1741344830425,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1741344831442,,,,Init Trial,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1741344831443,PoisonousMushroom,Appear,Distractor,,"(1251.3, 224.3)",369,304,0.0,0.0,1267.3,189.5
1741344832107,PoisonousMushroom,Disappear,Distractor,,"(1251.3, 224.3)",369,304,0.0,0.0,1267.3,189.5
1741344832608,,,,End Trial,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1741344832609,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1741344833626,,,,Init Trial,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1741344833627,PesticideMushroom,Appear,Distractor,,"(1255.5, 224.8)",276,261,0.0,0.0,1262.9,135.8
1741344834291,PesticideMushroom,Disappear,Distractor,,"(1255.5, 224.8)",276,261,0.0,0.0,1262.9,135.8
1741344834807,,,,End Trial,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1741344834807,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1741344835825,,,,Init Trial,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1741344835825,PesticideMushroom,Appear,Distractor,,"(1255.5, 224.8)",276,261,0.0,0.0,1262.9,135.8
1741344836491,PesticideMushroom,Disappear,Distractor,,"(1255.5, 224.8)",276,261,0.0,0.0,1262.9,135.8
1741344837008,,,,End Trial,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1741344837008,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
