Timestamp,ObjectName,ObjectState,Label,Aux Message,AOI_Origin,AOI_Width,AOI_Height,EyeTracker-x,EyeTracker-y,obj_x,obj_y
1734079261279,,,,Game Starts,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1734079306728,,,,Init Trial,"(0.0, 0.0)",0,0,684.9,329.8,0.0,0.0
1734079306729,SecondButterfly,Appear,Distractor,,"(654.5, 191.1)",238,278,684.9,329.8,650.0,143.6
1734079309446,,,,Init Trial,"(0.0, 0.0)",0,0,927.1,927.6,0.0,0.0
1734079309446,BlueFlowers,Appear,Distractor,,"(1292.4, 244.7)",495,416,927.1,927.6,1266.9,130.0
1734079310163,BlueFlowers,Disappear,Distractor,,"(1292.4, 244.7)",495,416,1249.4,281.0,1266.9,130.0
1734079310281,Mouse Click,Incorrect,Distractor clicked,,"(951.0, 190.0)",0,0,1267.4,301.8,951.0,190.0
1734079311179,,,,End Trial,"(0.0, 0.0)",0,0,617.8,1041.8,0.0,0.0
1734079312179,,,,Init Trial,"(0.0, 0.0)",0,0,750.6,359.2,0.0,0.0
1734079312179,Branch,Appear,Distractor,,"(1248.6, 177.0)",658,374,749.7,353.2,1267.0,140.2
1734079312879,Branch,Disappear,Distractor,,"(1248.6, 177.0)",658,374,1262.0,137.8,1267.0,140.2
1734079313062,Mouse Click,Incorrect,Distractor clicked,,"(951.0, 190.0)",0,0,1264.6,75.7,951.0,190.0
1734079314912,,,,Init Trial,"(0.0, 0.0)",0,0,630.8,444.9,0.0,0.0
1734079314912,Mushroom,Appear,Target,,"(664.6, 208.5)",265,304,630.8,444.9,651.4,196.4
1734079315612,Mushroom,Disappear,Target,,"(664.6, 208.5)",265,304,562.9,191.3,651.4,196.4
1734079315761,Mouse Click,Correct,Target clicked,,"(951.0, 190.0)",0,0,588.7,224.7,951.0,190.0
1734079319363,,,,End Trial,"(0.0, 0.0)",0,0,1169.1,414.0,0.0,0.0
1734079319363,Answer,Incorrect,Target not clicked,,"(0.0, 0.0)",0,0,1169.1,414.0,0.0,0.0
1734079321096,FirstButterfly,Disappear,Distractor,,"(1242.8, 194.1)",500,402,715.7,309.8,1267.0,135.5
1734079322111,,,,End Trial,"(0.0, 0.0)",0,0,892.1,436.1,0.0,0.0
1734079322111,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,892.1,436.1,0.0,0.0
1734079323111,,,,Init Trial,"(0.0, 0.0)",0,0,1235.1,177.6,0.0,0.0
1734079323112,SecondButterfly,Appear,Distractor,,"(1263.2, 188.9)",316,285,1235.1,177.6,1257.8,140.5
1734079323829,SecondButterfly,Disappear,Distractor,,"(1263.2, 188.9)",316,285,1382.5,-92.9,1257.8,140.5
1734079329296,Stone,Disappear,Distractor,,"(603.7, 171.1)",385,229,580.2,130.9,644.0,159.2
1734079329629,Mouse Click,Incorrect,Distractor clicked,,"(951.0, 190.0)",0,0,588.7,138.5,951.0,190.0
1734079330312,,,,End Trial,"(0.0, 0.0)",0,0,1162.5,387.3,0.0,0.0
1734079343946,,,,End Trial,"(0.0, 0.0)",0,0,727.9,1008.4,0.0,0.0
1734079347695,,,,Init Trial,"(0.0, 0.0)",0,0,813.3,384.7,0.0,0.0
1734079347696,Mushroom,Appear,Target,,"(1286.9, 206.6)",358,311,813.3,384.7,1267.4,194.3
1734079354878,,,,End Trial,"(0.0, 0.0)",0,0,653.6,369.5,0.0,0.0
1734079357612,,,,End Trial,"(0.0, 0.0)",0,0,789.2,382.7,0.0,0.0
1734079357612,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,789.2,382.7,0.0,0.0
1734079365029,Mouse Click,Incorrect,Distractor clicked,,"(951.0, 190.0)",0,0,567.8,129.6,951.0,190.0
1734079365811,,,,End Trial,"(0.0, 0.0)",0,0,549.2,137.9,0.0,0.0
1734079366828,,,,Init Trial,"(0.0, 0.0)",0,0,202.7,264.9,0.0,0.0
1734079366829,Mushroom,Appear,Target,,"(664.6, 208.5)",265,304,202.7,264.9,651.4,196.4
1734079367463,Mouse Click,Correct,Target clicked,,"(951.0, 190.0)",0,0,547.6,226.5,951.0,190.0
1734079367545,Mushroom,Disappear,Target,,"(664.6, 208.5)",265,304,582.3,208.0,651.4,196.4
1734079368562,,,,End Trial,"(0.0, 0.0)",0,0,736.0,947.2,0.0,0.0
1734079369563,,,,Init Trial,"(0.0, 0.0)",0,0,805.4,943.9,0.0,0.0
1734079369563,Branch,Appear,Distractor,,"(1248.6, 177.0)",658,374,805.4,943.9,1267.0,140.2
1734079370278,Branch,Disappear,Distractor,,"(1248.6, 177.0)",658,374,1247.1,80.8,1267.0,140.2
1734079370578,Mouse Click,Incorrect,Distractor clicked,,"(951.0, 190.0)",0,0,1314.5,51.9,951.0,190.0
1734079371295,,,,End Trial,"(0.0, 0.0)",0,0,623.0,480.5,0.0,0.0
1734079373029,Branch,Disappear,Distractor,,"(660.1, 179.4)",490,364,591.2,312.0,651.8,143.4
1734079373111,Mouse Click,Incorrect,Distractor clicked,,"(951.0, 190.0)",0,0,572.3,307.6,951.0,190.0
1734079418811,,,,Init Trial,"(0.0, 0.0)",0,0,782.7,707.6,0.0,0.0
