Timestamp,ObjectName,ObjectState,Label,Aux Message,AOI_Origin,AOI_Width,AOI_Height,EyeTracker-x,EyeTracker-y,obj_x,obj_y
1742895669309,,,,Game Starts,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1742895670824,,,,Init Trial,"(0.0, 0.0)",0,0,589.4,1030.2,0.0,0.0
1742895670824,Mushroom,Appear,Target,,"(664.6, 208.5)",265,304,589.4,1030.2,651.4,196.4
1742895671490,Mushroom,Disappear,Target,,"(664.6, 208.5)",265,304,633.4,238.3,651.4,196.4
1742895671607,Mouse Click,Correct,Target clicked,,"(1722.0, 664.0)",0,0,632.0,233.4,1722.0,664.0
1742895672007,,,,End Trial,"(0.0, 0.0)",0,0,807.8,460.1,0.0,0.0
1742895673025,,,,Init Trial,"(0.0, 0.0)",0,0,645.0,389.9,0.0,0.0
1742895673026,Mushroom,Appear,Distractor,,"(1240.5, 223.7)",491,364,645.0,389.9,1266.9,123.3
1742895673691,Mushroom,Disappear,Distractor,,"(1240.5, 223.7)",491,364,1276.7,210.4,1266.9,123.3
1742895673741,Mouse Click,Incorrect,Distractor clicked,,"(1722.0, 664.0)",0,0,1271.0,212.1,1722.0,664.0
1742895674207,,,,End Trial,"(0.0, 0.0)",0,0,898.1,651.1,0.0,0.0
1742895676406,,,,End Trial,"(0.0, 0.0)",0,0,1242.7,453.1,0.0,0.0
1742895676406,Answer,Incorrect,Target not clicked,,"(0.0, 0.0)",0,0,1242.7,453.1,0.0,0.0
1742895677424,,,,Init Trial,"(0.0, 0.0)",0,0,665.9,412.9,0.0,0.0
1742895677424,Mushroom,Appear,Distractor,,"(640.8, 225.2)",386,355,665.9,412.9,651.9,126.8
1742895678091,Mushroom,Disappear,Distractor,,"(640.8, 225.2)",386,355,607.1,226.9,651.9,126.8
1742895678607,,,,End Trial,"(0.0, 0.0)",0,0,958.2,331.3,0.0,0.0
1742895678607,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,958.2,331.3,0.0,0.0
1742895679623,,,,Init Trial,"(0.0, 0.0)",0,0,788.3,221.3,0.0,0.0
1742895679624,Mushroom,Appear,Distractor,,"(1240.5, 223.7)",491,364,788.3,221.3,1266.9,123.3
1742895680289,Mushroom,Disappear,Distractor,,"(1240.5, 223.7)",491,364,1244.0,200.2,1266.9,123.3
1742895680790,,,,End Trial,"(0.0, 0.0)",0,0,1414.0,25.2,0.0,0.0
1742895680790,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,1414.0,25.2,0.0,0.0
1742895681806,,,,Init Trial,"(0.0, 0.0)",0,0,1188.6,309.8,0.0,0.0
1742895681807,Mushroom,Appear,Distractor,,"(640.8, 225.2)",386,355,1188.6,309.8,651.9,126.8
1742895682473,Mushroom,Disappear,Distractor,,"(640.8, 225.2)",386,355,633.9,215.3,651.9,126.8
1742895684006,,,,Init Trial,"(0.0, 0.0)",0,0,673.1,369.7,0.0,0.0
1742895684007,PoisonousMushroom,Appear,Distractor,,"(654.8, 225.8)",271,297,673.1,369.7,651.5,191.7
1742895684623,Mouse Click,Incorrect,Distractor clicked,,"(1722.0, 664.0)",0,0,643.3,195.3,1722.0,664.0
1742895684673,PoisonousMushroom,Disappear,Distractor,,"(654.8, 225.8)",271,297,652.9,190.0,651.5,191.7
1742895685174,,,,End Trial,"(0.0, 0.0)",0,0,1180.1,433.9,0.0,0.0
1742895686857,PoisonousMushroom,Disappear,Distractor,,"(1251.3, 224.3)",369,304,1277.1,226.2,1267.3,189.5
1742895687372,,,,End Trial,"(0.0, 0.0)",0,0,1276.9,205.1,0.0,0.0
1742895687372,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,1276.9,205.1,0.0,0.0
1742895688390,,,,Init Trial,"(0.0, 0.0)",0,0,932.8,491.8,0.0,0.0
1742895688390,Mushroom,Appear,Target,,"(1286.9, 206.6)",358,311,932.8,491.8,1267.4,194.3
1742895688890,Mouse Click,Correct,Target clicked,,"(1722.0, 664.0)",0,0,1255.1,221.8,1722.0,664.0
1742895689056,Mushroom,Disappear,Target,,"(1286.9, 206.6)",358,311,1256.5,218.4,1267.4,194.3
1742895689572,,,,End Trial,"(0.0, 0.0)",0,0,1026.6,925.9,0.0,0.0
