Timestamp,ObjectName,ObjectState,Label,Aux Message,AOI_Origin,AOI_Width,AOI_Height,EyeTracker-x,EyeTracker-y,obj_x,obj_y
1733740889846,,,,Game Starts,"(0.0, 0.0)",0,0,0.0,0.0,0.0,0.0
1733740948922,Mouse Click,Neutral,,,"(967.0, 153.0)",0,0,0.0,0.0,967.0,153.0
1733740951505,,,,Init Trial,"(0.0, 0.0)",0,0,404.7,855.2,0.0,0.0
1733740951506,YellowPurpleFlowers,Appear,Distractor,,"(1253.7, 264.9)",527,425,404.7,855.2,1266.9,127.8
1733740952271,YellowPurpleFlowers,Disappear,Distractor,,"(1253.7, 264.9)",527,425,806.1,1033.0,1266.9,127.8
1733740954288,,,,End Trial,"(0.0, 0.0)",0,0,481.3,997.0,0.0,0.0
1733740954288,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,481.3,997.0,0.0,0.0
1733740954788,,,,Init Trial,"(0.0, 0.0)",0,0,304.8,409.7,0.0,0.0
1733740954788,YellowPurpleFlowers,Appear,Distractor,,"(1253.7, 264.9)",527,425,304.8,409.7,1266.9,127.8
1733740955554,YellowPurpleFlowers,Disappear,Distractor,,"(1253.7, 264.9)",527,425,456.7,1017.9,1266.9,127.8
1733740957571,,,,End Trial,"(0.0, 0.0)",0,0,394.1,1022.4,0.0,0.0
1733740957571,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,394.1,1022.4,0.0,0.0
1733740958737,Mouse Click,Correct,Target clicked,,"(967.0, 153.0)",0,0,1185.6,197.5,967.0,153.0
1733740958839,Mushroom,Disappear,Target,,"(1286.9, 206.6)",358,311,1185.0,206.7,1267.4,194.3
1733740960854,,,,End Trial,"(0.0, 0.0)",0,0,1136.0,217.5,0.0,0.0
1733740961355,,,,Init Trial,"(0.0, 0.0)",0,0,914.4,281.6,0.0,0.0
1733740961355,BlueFlowers,Appear,Distractor,,"(678.2, 245.9)",388,406,914.4,281.6,651.9,133.4
1733740962104,BlueFlowers,Disappear,Distractor,,"(678.2, 245.9)",388,406,611.1,340.3,651.9,133.4
1733740964119,,,,End Trial,"(0.0, 0.0)",0,0,430.1,914.6,0.0,0.0
1733740964120,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,430.1,914.6,0.0,0.0
1733740964621,,,,Init Trial,"(0.0, 0.0)",0,0,635.3,410.5,0.0,0.0
1733740964621,Mushroom,Appear,Target,,"(664.6, 208.5)",265,304,635.3,410.5,651.4,196.4
1733740967387,,,,End Trial,"(0.0, 0.0)",0,0,397.9,1036.7,0.0,0.0
1733740967888,,,,Init Trial,"(0.0, 0.0)",0,0,725.7,622.8,0.0,0.0
1733740967888,BlueFlowers,Appear,Distractor,,"(1292.4, 244.7)",495,416,725.7,622.8,1266.9,130.0
1733740970671,,,,End Trial,"(0.0, 0.0)",0,0,590.5,226.0,0.0,0.0
1733740970671,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,590.5,226.0,0.0,0.0
1733740971171,,,,Init Trial,"(0.0, 0.0)",0,0,598.0,242.5,0.0,0.0
1733740971171,BlueFlowers,Appear,Distractor,,"(678.2, 245.9)",388,406,598.0,242.5,651.9,133.4
1733740971919,BlueFlowers,Disappear,Distractor,,"(678.2, 245.9)",388,406,614.8,954.7,651.9,133.4
1733740973939,,,,End Trial,"(0.0, 0.0)",0,0,1270.2,170.9,0.0,0.0
1733740973939,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,1270.2,170.9,0.0,0.0
1733740974455,,,,Init Trial,"(0.0, 0.0)",0,0,1265.4,213.0,0.0,0.0
1733740974455,YellowPurpleFlowers,Appear,Distractor,,"(657.2, 265.7)",408,416,1265.4,213.0,651.9,131.2
1733740975219,YellowPurpleFlowers,Disappear,Distractor,,"(657.2, 265.7)",408,416,420.5,1001.3,651.9,131.2
1733740977221,,,,End Trial,"(0.0, 0.0)",0,0,901.5,298.8,0.0,0.0
1733740977221,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,901.5,298.8,0.0,0.0
1733740977738,,,,Init Trial,"(0.0, 0.0)",0,0,580.5,932.2,0.0,0.0
1733740977738,Mushroom,Appear,Target,,"(1286.9, 206.6)",358,311,580.5,932.2,1267.4,194.3
1733740978304,Mouse Click,Correct,Target clicked,,"(967.0, 153.0)",0,0,1217.4,191.5,967.0,153.0
1733740978504,Mushroom,Disappear,Target,,"(1286.9, 206.6)",358,311,1221.4,207.9,1267.4,194.3
1733740981771,YellowPurpleFlowers,Disappear,Distractor,,"(1253.7, 264.9)",527,425,647.8,938.9,1266.9,127.8
1733740985054,Mushroom,Disappear,Target,,"(664.6, 208.5)",265,304,410.9,-132.2,651.4,196.4
1733740987070,,,,End Trial,"(0.0, 0.0)",0,0,496.4,977.3,0.0,0.0
1733740987571,,,,Init Trial,"(0.0, 0.0)",0,0,897.2,676.8,0.0,0.0
1733740987572,Mushroom,Appear,Target,,"(1286.9, 206.6)",358,311,897.2,676.8,1267.4,194.3
1733740988338,Mushroom,Disappear,Target,,"(1286.9, 206.6)",358,311,1236.5,196.0,1267.4,194.3
1733740988620,Mouse Click,Correct,Target clicked,,"(967.0, 153.0)",0,0,1240.9,213.3,967.0,153.0
1733740990353,,,,End Trial,"(0.0, 0.0)",0,0,847.1,309.9,0.0,0.0
1733740990870,,,,Init Trial,"(0.0, 0.0)",0,0,887.4,350.0,0.0,0.0
1733740990871,YellowPurpleFlowers,Appear,Distractor,,"(1253.7, 264.9)",527,425,887.4,350.0,1266.9,127.8
1733740991620,YellowPurpleFlowers,Disappear,Distractor,,"(1253.7, 264.9)",527,425,1094.2,275.7,1266.9,127.8
1733740993638,,,,End Trial,"(0.0, 0.0)",0,0,947.8,439.2,0.0,0.0
1733740993638,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,947.8,439.2,0.0,0.0
1733740994153,,,,Init Trial,"(0.0, 0.0)",0,0,511.6,896.5,0.0,0.0
1733740994153,BlueFlowers,Appear,Distractor,,"(678.2, 245.9)",388,406,511.6,896.5,651.9,133.4
1733740994902,BlueFlowers,Disappear,Distractor,,"(678.2, 245.9)",388,406,522.3,236.2,651.9,133.4
1733740996919,,,,End Trial,"(0.0, 0.0)",0,0,114.5,349.1,0.0,0.0
1733740996919,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,114.5,349.1,0.0,0.0
1733740997437,,,,Init Trial,"(0.0, 0.0)",0,0,527.2,225.8,0.0,0.0
1733740997438,BlueFlowers,Appear,Distractor,,"(678.2, 245.9)",388,406,527.2,225.8,651.9,133.4
1733740998204,BlueFlowers,Disappear,Distractor,,"(678.2, 245.9)",388,406,575.8,302.9,651.9,133.4
1733741000204,,,,End Trial,"(0.0, 0.0)",0,0,854.2,279.1,0.0,0.0
1733741000204,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,854.2,279.1,0.0,0.0
1733741000703,,,,Init Trial,"(0.0, 0.0)",0,0,861.4,273.7,0.0,0.0
1733741000704,YellowPurpleFlowers,Appear,Distractor,,"(657.2, 265.7)",408,416,861.4,273.7,651.9,131.2
1733741001470,YellowPurpleFlowers,Disappear,Distractor,,"(657.2, 265.7)",408,416,456.0,985.9,651.9,131.2
1733741003470,,,,End Trial,"(0.0, 0.0)",0,0,576.4,334.9,0.0,0.0
1733741003471,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,576.4,334.9,0.0,0.0
1733741003986,,,,Init Trial,"(0.0, 0.0)",0,0,579.6,315.5,0.0,0.0
1733741003986,YellowPurpleFlowers,Appear,Distractor,,"(657.2, 265.7)",408,416,575.0,320.5,651.9,131.2
1733741004738,YellowPurpleFlowers,Disappear,Distractor,,"(657.2, 265.7)",408,416,693.5,833.2,651.9,131.2
1733741006753,,,,End Trial,"(0.0, 0.0)",0,0,804.2,535.2,0.0,0.0
1733741006753,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,804.2,535.2,0.0,0.0
1733741007253,,,,Init Trial,"(0.0, 0.0)",0,0,795.0,523.0,0.0,0.0
1733741007254,BlueFlowers,Appear,Distractor,,"(1292.4, 244.7)",495,416,795.0,523.0,1266.9,130.0
1733741008019,BlueFlowers,Disappear,Distractor,,"(1292.4, 244.7)",495,416,1223.4,216.9,1266.9,130.0
1733741010037,,,,End Trial,"(0.0, 0.0)",0,0,1077.9,531.0,0.0,0.0
1733741010037,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,1077.9,531.0,0.0,0.0
1733741010536,,,,Init Trial,"(0.0, 0.0)",0,0,970.8,395.0,0.0,0.0
1733741010538,YellowPurpleFlowers,Appear,Distractor,,"(657.2, 265.7)",408,416,970.8,395.0,651.9,131.2
1733741011303,YellowPurpleFlowers,Disappear,Distractor,,"(657.2, 265.7)",408,416,701.7,463.1,651.9,131.2
1733741013303,,,,End Trial,"(0.0, 0.0)",0,0,1214.0,324.2,0.0,0.0
1733741013303,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,1214.0,324.2,0.0,0.0
1733741013819,,,,Init Trial,"(0.0, 0.0)",0,0,1223.7,234.9,0.0,0.0
1733741013821,YellowPurpleFlowers,Appear,Distractor,,"(1253.7, 264.9)",527,425,1223.7,234.9,1266.9,127.8
1733741014570,YellowPurpleFlowers,Disappear,Distractor,,"(1253.7, 264.9)",527,425,513.9,936.9,1266.9,127.8
1733741016587,,,,End Trial,"(0.0, 0.0)",0,0,754.7,430.9,0.0,0.0
1733741016587,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,754.7,430.9,0.0,0.0
1733741017086,,,,Init Trial,"(0.0, 0.0)",0,0,660.0,273.3,0.0,0.0
1733741017087,BlueFlowers,Appear,Distractor,,"(1292.4, 244.7)",495,416,660.0,273.3,1266.9,130.0
1733741017853,BlueFlowers,Disappear,Distractor,,"(1292.4, 244.7)",495,416,885.0,948.0,1266.9,130.0
1733741019870,,,,End Trial,"(0.0, 0.0)",0,0,521.8,756.0,0.0,0.0
1733741019871,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,521.8,756.0,0.0,0.0
1733741020369,,,,Init Trial,"(0.0, 0.0)",0,0,619.3,255.1,0.0,0.0
1733741020371,YellowPurpleFlowers,Appear,Distractor,,"(657.2, 265.7)",408,416,619.3,255.1,651.9,131.2
1733741021119,YellowPurpleFlowers,Disappear,Distractor,,"(657.2, 265.7)",408,416,651.0,336.4,651.9,131.2
1733741023137,,,,End Trial,"(0.0, 0.0)",0,0,1077.5,544.7,0.0,0.0
1733741023137,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,1077.5,544.7,0.0,0.0
1733741023637,,,,Init Trial,"(0.0, 0.0)",0,0,1079.5,533.7,0.0,0.0
1733741023638,Mushroom,Appear,Target,,"(1286.9, 206.6)",358,311,1079.5,533.7,1267.4,194.3
1733741024218,Mouse Click,Correct,Target clicked,,"(967.0, 153.0)",0,0,1225.7,279.0,967.0,153.0
1733741024403,Mushroom,Disappear,Target,,"(1286.9, 206.6)",358,311,1235.0,264.4,1267.4,194.3
1733741026419,,,,End Trial,"(0.0, 0.0)",0,0,750.7,1038.7,0.0,0.0
1733741026919,,,,Init Trial,"(0.0, 0.0)",0,0,853.9,364.1,0.0,0.0
1733741026919,BlueFlowers,Appear,Distractor,,"(1292.4, 244.7)",495,416,846.7,361.9,1266.9,130.0
1733741027686,BlueFlowers,Disappear,Distractor,,"(1292.4, 244.7)",495,416,186.6,239.3,1266.9,130.0
1733741029704,,,,End Trial,"(0.0, 0.0)",0,0,869.2,361.6,0.0,0.0
1733741029704,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,869.2,361.6,0.0,0.0
1733741030219,,,,Init Trial,"(0.0, 0.0)",0,0,865.5,378.2,0.0,0.0
1733741030220,Mushroom,Appear,Target,,"(1286.9, 206.6)",358,311,865.5,378.2,1267.4,194.3
1733741030735,Mouse Click,Correct,Target clicked,,"(967.0, 153.0)",0,0,1202.1,227.4,967.0,153.0
1733741030969,Mushroom,Disappear,Target,,"(1286.9, 206.6)",358,311,1205.1,225.4,1267.4,194.3
1733741032986,,,,End Trial,"(0.0, 0.0)",0,0,948.3,776.9,0.0,0.0
1733741033486,,,,Init Trial,"(0.0, 0.0)",0,0,824.1,235.1,0.0,0.0
1733741033487,Mushroom,Appear,Target,,"(1286.9, 206.6)",358,311,824.1,235.1,1267.4,194.3
1733741034002,Mouse Click,Correct,Target clicked,,"(967.0, 153.0)",0,0,1194.2,185.1,967.0,153.0
1733741034253,Mushroom,Disappear,Target,,"(1286.9, 206.6)",358,311,1191.2,196.7,1267.4,194.3
1733741036252,,,,End Trial,"(0.0, 0.0)",0,0,1126.7,386.8,0.0,0.0
1733741036770,,,,Init Trial,"(0.0, 0.0)",0,0,1134.6,394.1,0.0,0.0
1733741036770,YellowPurpleFlowers,Appear,Distractor,,"(1253.7, 264.9)",527,425,1134.6,394.1,1266.9,127.8
1733741037520,YellowPurpleFlowers,Disappear,Distractor,,"(1253.7, 264.9)",527,425,707.7,918.7,1266.9,127.8
1733741039519,,,,End Trial,"(0.0, 0.0)",0,0,1043.4,384.0,0.0,0.0
1733741039519,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,1043.4,384.0,0.0,0.0
1733741040037,,,,Init Trial,"(0.0, 0.0)",0,0,780.8,399.9,0.0,0.0
1733741040037,Mushroom,Appear,Target,,"(664.6, 208.5)",265,304,780.8,399.9,651.4,196.4
1733741040502,Mouse Click,Correct,Target clicked,,"(967.0, 153.0)",0,0,521.2,209.2,967.0,153.0
1733741040802,Mushroom,Disappear,Target,,"(664.6, 208.5)",265,304,530.4,208.2,651.4,196.4
1733741042802,,,,End Trial,"(0.0, 0.0)",0,0,751.8,330.9,0.0,0.0
1733741043319,,,,Init Trial,"(0.0, 0.0)",0,0,772.4,300.3,0.0,0.0
1733741043319,Mushroom,Appear,Target,,"(664.6, 208.5)",265,304,772.4,300.3,651.4,196.4
1733741043737,Mouse Click,Correct,Target clicked,,"(967.0, 153.0)",0,0,504.1,224.4,967.0,153.0
1733741044069,Mushroom,Disappear,Target,,"(664.6, 208.5)",265,304,673.7,698.2,651.4,196.4
1733741046086,,,,End Trial,"(0.0, 0.0)",0,0,972.0,348.9,0.0,0.0
1733741046604,,,,Init Trial,"(0.0, 0.0)",0,0,981.3,336.6,0.0,0.0
1733741046604,Mushroom,Appear,Target,,"(1286.9, 206.6)",358,311,981.3,336.6,1267.4,194.3
1733741047052,Mouse Click,Correct,Target clicked,,"(967.0, 153.0)",0,0,1183.1,211.9,967.0,153.0
1733741047370,Mushroom,Disappear,Target,,"(1286.9, 206.6)",358,311,1242.1,186.5,1267.4,194.3
1733741049387,,,,End Trial,"(0.0, 0.0)",0,0,1101.7,542.5,0.0,0.0
1733741049903,,,,Init Trial,"(0.0, 0.0)",0,0,877.2,969.1,0.0,0.0
1733741049904,BlueFlowers,Appear,Distractor,,"(678.2, 245.9)",388,406,877.2,969.1,651.9,133.4
1733741050652,BlueFlowers,Disappear,Distractor,,"(678.2, 245.9)",388,406,894.4,967.9,651.9,133.4
1733741052669,,,,End Trial,"(0.0, 0.0)",0,0,874.6,1003.6,0.0,0.0
1733741052669,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,874.6,1003.6,0.0,0.0
1733741053169,,,,Init Trial,"(0.0, 0.0)",0,0,888.1,1003.5,0.0,0.0
1733741053170,Mushroom,Appear,Target,,"(664.6, 208.5)",265,304,888.1,1003.5,651.4,196.4
1733741053635,Mouse Click,Correct,Target clicked,,"(967.0, 153.0)",0,0,573.3,284.7,967.0,153.0
1733741053937,Mushroom,Disappear,Target,,"(664.6, 208.5)",265,304,569.8,276.9,651.4,196.4
1733741055952,,,,End Trial,"(0.0, 0.0)",0,0,964.6,356.2,0.0,0.0
1733741056470,,,,Init Trial,"(0.0, 0.0)",0,0,970.8,360.5,0.0,0.0
1733741056470,YellowPurpleFlowers,Appear,Distractor,,"(1253.7, 264.9)",527,425,970.8,360.5,1266.9,127.8
1733741057219,YellowPurpleFlowers,Disappear,Distractor,,"(1253.7, 264.9)",527,425,1224.7,255.9,1266.9,127.8
1733741059238,,,,End Trial,"(0.0, 0.0)",0,0,1259.1,318.1,0.0,0.0
1733741059238,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,1259.1,318.1,0.0,0.0
1733741059739,,,,Init Trial,"(0.0, 0.0)",0,0,1244.9,339.2,0.0,0.0
1733741059739,Mushroom,Appear,Target,,"(1286.9, 206.6)",358,311,1244.9,339.2,1267.4,194.3
1733741060219,Mouse Click,Correct,Target clicked,,"(967.0, 153.0)",0,0,1249.1,342.6,967.0,153.0
1733741060503,Mushroom,Disappear,Target,,"(1286.9, 206.6)",358,311,1245.4,329.6,1267.4,194.3
1733741062519,,,,End Trial,"(0.0, 0.0)",0,0,1133.6,334.4,0.0,0.0
1733741063019,,,,Init Trial,"(0.0, 0.0)",0,0,1133.3,308.5,0.0,0.0
1733741063020,BlueFlowers,Appear,Distractor,,"(1292.4, 244.7)",495,416,1133.3,308.5,1266.9,130.0
1733741063769,BlueFlowers,Disappear,Distractor,,"(1292.4, 244.7)",495,416,1214.5,265.9,1266.9,130.0
1733741065769,,,,End Trial,"(0.0, 0.0)",0,0,844.4,313.9,0.0,0.0
1733741065769,Answer,Correct,Distractor not clicked,,"(0.0, 0.0)",0,0,844.4,313.9,0.0,0.0
