Timestamp;EyeTracker;ObjectName;ObjectState;Label;GameObjectPos (Screen Coordinates);Aux Message;AOI_Origin;AOI_Width;AOI_Height
1733824463912;(981.6, 258.1);Mushroom;Appear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824464562;(630.5, 233.6);Mushroom;Disappear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824465078;(698.6, 222.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824465078;(698.6, 222.8);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824466095;(919.8, 254.1);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824466095;(919.8, 254.1);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824466595;(653.1, 234.1);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824466763;(664.4, 223.4);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824467278;(944.6, 355.3);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824468295;(1138.5, 234.0);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824468295;(1138.5, 234.0);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824468944;(1289.4, 244.9);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824468964;(1286.6, 252.9);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824469478;(1289.0, 236.0);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824470494;(867.3, 225.3);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824470494;(867.3, 225.3);PesticideMushroom;Appear;Distractor;(1262.9, 135.8);;(1255.5, 224.8);276;261
1733824471163;(1289.4, 243.5);PesticideMushroom;Disappear;Distractor;(1262.9, 135.8);;(1255.5, 224.8);276;261
1733824471677;(1292.5, 236.7);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824471677;(1292.5, 236.7);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824472694;(1032.5, 227.6);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824472695;(1032.5, 227.6);PoisonousMushroom;Appear;Distractor;(1267.3, 189.5);;(1251.3, 224.3);369;304
1733824473363;(1271.5, 249.6);PoisonousMushroom;Disappear;Distractor;(1267.3, 189.5);;(1251.3, 224.3);369;304
1733824473878;(1214.4, 226.9);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824473878;(1214.4, 226.9);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824474878;(1226.9, 215.2);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824474878;(1226.9, 215.2);Mushroom;Appear;Distractor;(1266.9, 123.3);;(1240.5, 223.7);491;364
1733824475545;(1278.3, 228.8);Mushroom;Disappear;Distractor;(1266.9, 123.3);;(1240.5, 223.7);491;364
1733824476045;(1272.1, 230.7);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824476045;(1272.1, 230.7);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824477044;(761.6, 260.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824477045;(761.6, 260.7);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824477411;(659.9, 242.1);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824477712;(657.6, 245.2);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824478228;(875.5, 280.6);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824479244;(1051.7, 323.2);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824479245;(1051.7, 323.2);PoisonousMushroom;Appear;Distractor;(1267.3, 189.5);;(1251.3, 224.3);369;304
1733824479894;(1276.8, 223.8);PoisonousMushroom;Disappear;Distractor;(1267.3, 189.5);;(1251.3, 224.3);369;304
1733824480412;(1118.4, 258.3);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824480412;(1118.4, 258.3);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824481428;(991.1, 281.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824481429;(995.4, 279.3);PesticideMushroom;Appear;Distractor;(644.0, 139.1);;(658.2, 226.2);214;255
1733824482078;(664.5, 243.1);PesticideMushroom;Disappear;Distractor;(644.0, 139.1);;(658.2, 226.2);214;255
1733824482594;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824482594;(NaN, NaN);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824483610;(1031.9, 256.3);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824483612;(1031.9, 256.3);PesticideMushroom;Appear;Distractor;(644.0, 139.1);;(658.2, 226.2);214;255
1733824484262;(667.6, 245.8);PesticideMushroom;Disappear;Distractor;(644.0, 139.1);;(658.2, 226.2);214;255
1733824484777;(1232.8, 205.3);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824484777;(1232.8, 205.3);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824485794;(1012.1, 257.6);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824485795;(1012.1, 257.6);Mushroom;Appear;Distractor;(1266.9, 123.3);;(1240.5, 223.7);491;364
1733824486445;(1277.0, 227.3);Mushroom;Disappear;Distractor;(1266.9, 123.3);;(1240.5, 223.7);491;364
1733824486963;(1285.5, 217.4);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824486964;(1285.5, 217.4);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824487962;(979.4, 233.6);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824487962;(979.4, 233.6);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824488361;(641.1, 241.2);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824488628;(653.2, 239.1);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824489128;(633.8, 240.9);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824490127;(1075.7, 263.2);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824490128;(1075.7, 263.2);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824490561;(1264.0, 227.3);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824490795;(1259.6, 226.2);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824491310;(868.8, 152.2);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824492327;(920.6, 277.5);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824492328;(920.6, 277.5);Mushroom;Appear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824492994;(642.9, 231.6);Mushroom;Disappear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824493010;(638.3, 230.1);Mouse Click;Incorrect;Distractor clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824493494;(645.5, 230.4);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824494511;(1028.7, 204.0);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824494512;(1028.7, 204.0);Mushroom;Appear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824495177;(658.4, 221.4);Mushroom;Disappear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824495678;(976.9, 228.7);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824495678;(976.9, 228.7);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824496678;(991.2, 225.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824496679;(991.2, 225.7);PesticideMushroom;Appear;Distractor;(644.0, 139.1);;(658.2, 226.2);214;255
1733824497345;(646.0, 219.0);PesticideMushroom;Disappear;Distractor;(644.0, 139.1);;(658.2, 226.2);214;255
1733824497863;(782.8, 112.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824497863;(782.8, 112.8);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824498878;(797.3, 191.1);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824498879;(797.3, 191.1);PoisonousMushroom;Appear;Distractor;(651.5, 191.7);;(654.8, 225.8);271;297
1733824499544;(664.9, 225.4);PoisonousMushroom;Disappear;Distractor;(651.5, 191.7);;(654.8, 225.8);271;297
1733824500044;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824500044;(NaN, NaN);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824501062;(776.9, 157.0);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824501063;(776.9, 157.0);Mushroom;Appear;Distractor;(1266.9, 123.3);;(1240.5, 223.7);491;364
1733824501710;(1271.8, 237.8);Mushroom;Disappear;Distractor;(1266.9, 123.3);;(1240.5, 223.7);491;364
1733824502226;(1277.3, 229.9);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824502226;(1277.3, 229.9);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824503227;(1014.7, 212.5);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824503227;(1014.7, 212.5);Mushroom;Appear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824503877;(653.8, 248.1);Mushroom;Disappear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824504394;(979.5, 216.5);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824504395;(979.5, 216.5);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824505394;(992.2, 203.6);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824505394;(992.2, 203.6);PesticideMushroom;Appear;Distractor;(644.0, 139.1);;(658.2, 226.2);214;255
1733824506062;(655.1, 234.0);PesticideMushroom;Disappear;Distractor;(644.0, 139.1);;(658.2, 226.2);214;255
1733824506577;(877.8, 253.6);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824506577;(877.8, 253.6);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824507578;(709.4, 325.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824507578;(709.4, 325.7);PoisonousMushroom;Appear;Distractor;(651.5, 191.7);;(654.8, 225.8);271;297
1733824508244;(679.7, 249.1);PoisonousMushroom;Disappear;Distractor;(651.5, 191.7);;(654.8, 225.8);271;297
1733824508762;(671.0, 252.1);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824508762;(671.0, 252.1);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824509762;(878.9, 339.8);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824509763;(878.9, 339.8);Mushroom;Appear;Distractor;(1266.9, 123.3);;(1240.5, 223.7);491;364
1733824510411;(1284.8, 228.5);Mushroom;Disappear;Distractor;(1266.9, 123.3);;(1240.5, 223.7);491;364
1733824510927;(1035.3, 273.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824510927;(1035.3, 273.8);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824511927;(1089.0, 273.4);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824511928;(1089.0, 273.4);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824512444;(658.2, 234.8);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824512595;(668.7, 229.3);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824513095;(799.9, 352.7);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824514111;(941.7, 187.4);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824514112;(941.7, 187.4);Mushroom;Appear;Distractor;(1266.9, 123.3);;(1240.5, 223.7);491;364
1733824514778;(1269.9, 241.1);Mushroom;Disappear;Distractor;(1266.9, 123.3);;(1240.5, 223.7);491;364
1733824515277;(1144.9, 282.7);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824515278;(1144.9, 282.7);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824516294;(1024.8, 289.3);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824516294;(1024.8, 289.3);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824516894;(645.5, 229.7);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824516944;(647.6, 232.9);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824517445;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824518463;(NaN, NaN);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824518463;(NaN, NaN);PesticideMushroom;Appear;Distractor;(1262.9, 135.8);;(1255.5, 224.8);276;261
1733824519110;(NaN, NaN);PesticideMushroom;Disappear;Distractor;(1262.9, 135.8);;(1255.5, 224.8);276;261
1733824519627;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824519627;(NaN, NaN);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824520627;(NaN, NaN);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824520627;(NaN, NaN);Mushroom;Appear;Distractor;(1266.9, 123.3);;(1240.5, 223.7);491;364
1733824521295;(NaN, NaN);Mushroom;Disappear;Distractor;(1266.9, 123.3);;(1240.5, 223.7);491;364
1733824521810;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824521810;(NaN, NaN);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824522812;(NaN, NaN);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824522812;(NaN, NaN);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824523394;(NaN, NaN);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824523477;(NaN, NaN);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824523977;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824524994;(NaN, NaN);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824524995;(NaN, NaN);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824525427;(NaN, NaN);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824525644;(NaN, NaN);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824526144;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824527163;(1330.2, 132.0);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824527163;(1330.2, 132.0);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824527610;(1298.5, 220.0);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824527827;(1289.5, 213.3);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824528327;(1280.9, 157.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824529344;(1277.9, 154.8);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824529344;(1277.9, 154.8);PoisonousMushroom;Appear;Distractor;(1267.3, 189.5);;(1251.3, 224.3);369;304
1733824530011;(1285.4, 221.9);PoisonousMushroom;Disappear;Distractor;(1267.3, 189.5);;(1251.3, 224.3);369;304
1733824530511;(1287.2, 215.4);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824530512;(1287.2, 215.4);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824531527;(810.7, 200.4);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824531528;(810.7, 200.4);PoisonousMushroom;Appear;Distractor;(1267.3, 189.5);;(1251.3, 224.3);369;304
1733824532193;(1275.1, 192.0);PoisonousMushroom;Disappear;Distractor;(1267.3, 189.5);;(1251.3, 224.3);369;304
1733824532710;(1287.8, 196.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824532710;(1287.8, 196.8);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824533726;(1251.3, 223.6);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824533727;(1251.3, 223.6);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824534227;(1286.7, 213.1);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824534377;(1280.8, 205.6);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824534894;(1283.1, 217.0);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824535894;(1274.8, 224.1);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824535895;(1274.8, 224.1);Mushroom;Appear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824536544;(640.8, 244.5);Mushroom;Disappear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824537044;(1214.4, 191.7);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824537044;(1214.4, 191.7);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824538063;(949.8, 241.8);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824538063;(949.8, 241.8);Mushroom;Appear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824538727;(651.0, 227.1);Mushroom;Disappear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824539226;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824539227;(NaN, NaN);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824540244;(NaN, NaN);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824540245;(NaN, NaN);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824540743;(1264.5, 205.6);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824540894;(1244.7, 224.9);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824541394;(1143.7, 343.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824542411;(1153.2, 383.2);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824542411;(1153.2, 383.2);Mushroom;Appear;Distractor;(1266.9, 123.3);;(1240.5, 223.7);491;364
1733824543078;(NaN, NaN);Mushroom;Disappear;Distractor;(1266.9, 123.3);;(1240.5, 223.7);491;364
1733824543578;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824543578;(NaN, NaN);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824544594;(1025.3, 321.8);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824544594;(1025.3, 321.8);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824545176;(653.6, 241.8);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824545244;(642.4, 249.5);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824545762;(879.5, 260.0);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824546763;(1110.7, 265.1);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824546763;(1110.7, 265.1);PoisonousMushroom;Appear;Distractor;(651.5, 191.7);;(654.8, 225.8);271;297
1733824547427;(637.3, 246.2);PoisonousMushroom;Disappear;Distractor;(651.5, 191.7);;(654.8, 225.8);271;297
1733824547944;(650.7, 236.4);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824547944;(650.7, 236.4);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824548962;(812.3, 243.5);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824548962;(812.3, 243.5);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824549594;(1295.9, 214.9);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824549627;(1287.9, 211.7);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824550127;(1211.3, 225.5);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824551145;(988.9, 245.4);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824551146;(988.9, 245.4);Mushroom;Appear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824551810;(614.4, 234.1);Mushroom;Disappear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824552326;(1047.1, 234.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824552327;(1047.1, 234.8);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824553344;(1067.5, 213.3);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824553344;(1067.5, 213.3);Mushroom;Appear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824553776;(647.2, 233.2);Mouse Click;Incorrect;Distractor clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824554012;(645.3, 235.0);Mushroom;Disappear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824554526;(657.4, 217.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824555527;(1012.5, 224.6);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824555528;(1012.5, 224.6);Mushroom;Appear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824556193;(644.4, 220.5);Mushroom;Disappear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824556693;(780.1, 191.7);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824556694;(780.1, 191.7);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824557710;(1122.2, 258.9);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824557710;(1122.2, 258.9);Mushroom;Appear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824558380;(623.5, 78.5);Mushroom;Disappear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824558879;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824558879;(NaN, NaN);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824559894;(1042.3, 276.9);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824559894;(1042.3, 276.9);Mushroom;Appear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
