Timestamp;EyeTracker;ObjectName;ObjectState;Label;GameObjectPos (Screen Coordinates);Aux Message;AOI_Origin;AOI_Width;AOI_Height
1733824263981;(1189.9, 258.9);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824263982;(1189.9, 258.9);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824264996;(985.4, 270.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824264997;(985.4, 270.7);FirstButterfly;Appear;Distractor;(651.8, 138.7);;(647.0, 196.2);393;392
1733824265714;(656.2, 189.1);FirstButterfly;Disappear;Distractor;(651.8, 138.7);;(647.0, 196.2);393;392
1733824266714;(1116.2, 222.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824266714;(1116.2, 222.8);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824267730;(1136.3, 217.9);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824267732;(1136.3, 217.9);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824268214;(1295.9, 235.9);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824268431;(1281.9, 224.7);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824269431;(583.1, 1036.2);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824270448;(1075.6, 264.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824270449;(1075.6, 264.7);Trunk;Appear;Distractor;(1276.7, 140.9);;(1279.5, 165.9);598;322
1733824271147;(1292.1, 174.0);Trunk;Disappear;Distractor;(1276.7, 140.9);;(1279.5, 165.9);598;322
1733824272165;(996.6, 275.9);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824272165;(996.6, 275.9);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824273180;(907.1, 230.3);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824273180;(907.1, 230.3);Trunk;Appear;Distractor;(665.1, 144.0);;(675.1, 168.6);432;313
1733824273898;(661.1, 124.1);Trunk;Disappear;Distractor;(665.1, 144.0);;(675.1, 168.6);432;313
1733824274914;(1162.8, 174.6);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824274914;(1162.8, 174.6);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824275930;(1115.5, 200.2);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824275932;(1115.5, 200.2);Stone;Appear;Distractor;(1261.5, 156.3);;(1225.4, 168.5);392;235
1733824276348;(1262.9, 168.6);Mouse Click;Incorrect;Distractor clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824276648;(1265.5, 179.5);Stone;Disappear;Distractor;(1261.5, 156.3);;(1225.4, 168.5);392;235
1733824277648;(1262.9, 175.0);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824278647;(917.3, 451.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824278648;(917.3, 451.7);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824279313;(635.6, 214.0);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824279365;(638.1, 219.0);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824280380;(1063.3, 219.4);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824281397;(818.3, 309.2);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824281398;(818.3, 309.2);Branch;Appear;Distractor;(651.8, 143.4);;(660.1, 179.4);490;364
1733824282098;(609.1, 112.5);Branch;Disappear;Distractor;(651.8, 143.4);;(660.1, 179.4);490;364
1733824283098;(1132.3, 288.2);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824283098;(1132.3, 288.2);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824284114;(1325.1, 228.0);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824284115;(1325.1, 228.0);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824284613;(1284.1, 222.3);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824284814;(1279.5, 211.6);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824285832;(813.4, 254.6);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824286830;(943.5, 243.3);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824286832;(942.2, 235.5);Stone;Appear;Distractor;(644.0, 159.2);;(603.7, 171.1);385;229
1733824287548;(643.0, 165.9);Stone;Disappear;Distractor;(644.0, 159.2);;(603.7, 171.1);385;229
1733824288566;(1307.7, 290.0);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824288566;(1307.7, 290.0);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824289580;(916.0, 297.3);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824289580;(916.0, 297.3);Branch;Appear;Distractor;(1267.0, 140.2);;(1248.6, 177.0);658;374
1733824290280;(1285.2, 108.2);Branch;Disappear;Distractor;(1267.0, 140.2);;(1248.6, 177.0);658;374
1733824291297;(735.0, 224.5);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824291297;(735.0, 224.5);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824292314;(948.6, 197.0);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824292314;(948.6, 197.0);Trunk;Appear;Distractor;(1276.7, 140.9);;(1279.5, 165.9);598;322
1733824293031;(1320.4, 121.8);Trunk;Disappear;Distractor;(1276.7, 140.9);;(1279.5, 165.9);598;322
1733824294031;(1268.2, 210.9);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824294031;(1268.2, 210.9);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824295047;(951.7, 290.6);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824295047;(951.7, 290.6);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824295430;(690.5, 234.3);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824295765;(662.9, 219.5);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824296780;(1119.4, 271.6);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824297798;(741.9, 261.1);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824297799;(741.9, 261.1);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824298297;(663.7, 237.0);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824298498;(660.6, 239.4);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824299513;(967.4, 248.0);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824300530;(1210.3, 223.8);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824300532;(1210.3, 223.8);SecondButterfly;Appear;Distractor;(1257.8, 140.5);;(1263.2, 188.9);316;285
1733824301247;(1283.7, 179.4);SecondButterfly;Disappear;Distractor;(1257.8, 140.5);;(1263.2, 188.9);316;285
1733824302275;(986.1, 253.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824302275;(986.1, 253.8);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824303264;(983.7, 239.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824303265;(983.7, 239.7);Stone;Appear;Distractor;(1261.5, 156.3);;(1225.4, 168.5);392;235
1733824303964;(1293.1, 153.0);Stone;Disappear;Distractor;(1261.5, 156.3);;(1225.4, 168.5);392;235
1733824304980;(911.6, 293.4);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824304980;(911.6, 293.4);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824305997;(793.0, 304.0);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824305999;(793.0, 304.0);SecondButterfly;Appear;Distractor;(1257.8, 140.5);;(1263.2, 188.9);316;285
1733824306697;(1289.2, 179.1);SecondButterfly;Disappear;Distractor;(1257.8, 140.5);;(1263.2, 188.9);316;285
1733824307713;(1044.5, 195.5);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824307713;(1044.5, 195.5);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824308713;(1050.3, 184.2);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824308713;(1050.3, 184.2);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824309196;(667.4, 263.4);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824309430;(NaN, NaN);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824310447;(984.5, 255.2);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824311465;(933.5, 221.8);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824311465;(933.5, 221.8);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824312079;(1305.2, 223.6);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824312165;(1295.2, 213.1);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824313180;(791.1, 259.5);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824314179;(1218.7, 185.1);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824314180;(1218.7, 185.1);Branch;Appear;Distractor;(1267.0, 140.2);;(1248.6, 177.0);658;374
1733824314897;(1312.9, 120.4);Branch;Disappear;Distractor;(1267.0, 140.2);;(1248.6, 177.0);658;374
1733824315898;(727.4, 271.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824315898;(727.4, 271.8);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824316913;(955.9, 292.5);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824316914;(955.9, 292.5);SecondButterfly;Appear;Distractor;(650.0, 143.6);;(654.5, 191.1);238;278
1733824317631;(668.0, 188.6);SecondButterfly;Disappear;Distractor;(650.0, 143.6);;(654.5, 191.1);238;278
1733824318647;(973.0, 285.1);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824318648;(973.0, 285.1);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824319647;(1050.0, 179.0);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824319648;(1050.0, 179.0);Trunk;Appear;Distractor;(1276.7, 140.9);;(1279.5, 165.9);598;322
1733824320366;(1294.4, 186.7);Trunk;Disappear;Distractor;(1276.7, 140.9);;(1279.5, 165.9);598;322
1733824321366;(1288.9, 141.7);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824321366;(1288.9, 141.7);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824322380;(1222.8, 225.1);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824322380;(1222.8, 225.1);Branch;Appear;Distractor;(1267.0, 140.2);;(1248.6, 177.0);658;374
1733824323081;(NaN, NaN);Branch;Disappear;Distractor;(1267.0, 140.2);;(1248.6, 177.0);658;374
1733824324097;(807.6, 234.9);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824324097;(807.6, 234.9);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824325114;(1224.8, 222.9);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824325114;(1224.8, 222.9);BlueFlowers;Appear;Distractor;(651.9, 133.4);;(678.2, 245.9);388;406
1733824325830;(656.8, 273.8);BlueFlowers;Disappear;Distractor;(651.9, 133.4);;(678.2, 245.9);388;406
1733824326847;(951.7, 286.1);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824326847;(951.7, 286.1);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824327865;(834.4, 261.8);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824327866;(834.4, 261.8);Trunk;Appear;Distractor;(665.1, 144.0);;(675.1, 168.6);432;313
1733824328565;(698.4, 196.4);Trunk;Disappear;Distractor;(665.1, 144.0);;(675.1, 168.6);432;313
1733824329579;(1083.7, 298.1);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824329579;(1083.7, 298.1);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824330580;(1092.1, 268.0);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824330581;(1092.1, 268.0);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824331013;(653.1, 219.2);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824331279;(660.5, 223.1);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824332297;(1065.5, 276.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824333313;(960.9, -6.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824333314;(960.9, -6.7);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824333929;(650.7, 241.1);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824334031;(661.4, 225.2);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824335047;(727.1, 266.6);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824336047;(881.5, 379.0);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824336048;(881.5, 379.0);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824336430;(1307.3, 235.8);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824336765;(1306.5, 230.9);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824337779;(1172.1, 334.4);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824338797;(1082.4, 206.3);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824338797;(1082.4, 206.3);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824339147;(670.5, 243.3);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824339497;(653.1, 217.3);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824340514;(1109.4, 279.0);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824341513;(1117.0, 266.8);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824341514;(1117.0, 266.8);Stone;Appear;Distractor;(644.0, 159.2);;(603.7, 171.1);385;229
1733824342229;(658.7, 158.1);Stone;Disappear;Distractor;(644.0, 159.2);;(603.7, 171.1);385;229
1733824343247;(966.4, 279.3);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824343247;(966.4, 279.3);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824344265;(NaN, NaN);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824344265;(NaN, NaN);Trunk;Appear;Distractor;(1276.7, 140.9);;(1279.5, 165.9);598;322
1733824344979;(1303.0, 151.3);Trunk;Disappear;Distractor;(1276.7, 140.9);;(1279.5, 165.9);598;322
1733824345979;(866.2, 236.6);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824345979;(866.2, 236.6);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824346997;(852.5, 250.4);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824346998;(852.5, 250.4);SecondButterfly;Appear;Distractor;(650.0, 143.6);;(654.5, 191.1);238;278
1733824347697;(656.2, 179.9);SecondButterfly;Disappear;Distractor;(650.0, 143.6);;(654.5, 191.1);238;278
1733824348713;(787.6, 93.6);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824348713;(787.6, 93.6);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824349713;(834.4, 269.0);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824349714;(834.4, 269.0);Branch;Appear;Distractor;(1267.0, 140.2);;(1248.6, 177.0);658;374
1733824350429;(1266.1, 156.7);Branch;Disappear;Distractor;(1267.0, 140.2);;(1248.6, 177.0);658;374
1733824351430;(983.6, 269.0);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824351430;(983.6, 269.0);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824352429;(982.7, 246.2);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824352429;(982.7, 246.2);Trunk;Appear;Distractor;(665.1, 144.0);;(675.1, 168.6);432;313
1733824353146;(695.2, 170.8);Trunk;Disappear;Distractor;(665.1, 144.0);;(675.1, 168.6);432;313
1733824354163;(1192.0, 160.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824354163;(1192.0, 160.8);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824355179;(1150.9, 124.6);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824355180;(1150.9, 124.6);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824355696;(1276.0, 229.6);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824355879;(NaN, NaN);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824356896;(809.4, 200.2);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824357897;(NaN, NaN);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824357897;(NaN, NaN);Branch;Appear;Distractor;(651.8, 143.4);;(660.1, 179.4);490;364
1733824358613;(NaN, NaN);Branch;Disappear;Distractor;(651.8, 143.4);;(660.1, 179.4);490;364
1733824359629;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824359630;(NaN, NaN);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824360646;(NaN, NaN);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824360647;(NaN, NaN);Stone;Appear;Distractor;(1261.5, 156.3);;(1225.4, 168.5);392;235
1733824361363;(NaN, NaN);Stone;Disappear;Distractor;(1261.5, 156.3);;(1225.4, 168.5);392;235
1733824362379;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824362379;(NaN, NaN);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824363379;(1089.6, 226.3);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824363380;(1089.6, 226.3);Trunk;Appear;Distractor;(665.1, 144.0);;(675.1, 168.6);432;313
1733824364096;(701.3, 175.7);Trunk;Disappear;Distractor;(665.1, 144.0);;(675.1, 168.6);432;313
1733824365096;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824365097;(NaN, NaN);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824366113;(1167.7, 251.2);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824366114;(1167.7, 251.2);Stone;Appear;Distractor;(1261.5, 156.3);;(1225.4, 168.5);392;235
1733824366545;(1276.0, 174.1);Mouse Click;Incorrect;Distractor clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824366830;(1287.0, 172.8);Stone;Disappear;Distractor;(1261.5, 156.3);;(1225.4, 168.5);392;235
1733824367830;(808.0, -26.3);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824368829;(1340.8, -0.4);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824368830;(1340.8, -0.4);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824369429;(655.3, 245.9);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824369546;(655.7, 238.1);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824370565;(802.6, 306.2);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824371564;(991.4, 503.4);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824371565;(991.4, 503.4);Trunk;Appear;Distractor;(665.1, 144.0);;(675.1, 168.6);432;313
1733824372279;(691.8, 168.5);Trunk;Disappear;Distractor;(665.1, 144.0);;(675.1, 168.6);432;313
1733824373279;(1150.9, 229.1);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824373279;(1150.9, 229.1);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824374296;(997.8, 302.4);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824374296;(997.8, 302.4);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824374762;(656.6, 240.0);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824374995;(658.6, 228.3);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824375996;(1163.3, 1010.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824377012;(1030.4, 53.1);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824377013;(1030.4, 53.1);FirstButterfly;Appear;Distractor;(651.8, 138.7);;(647.0, 196.2);393;392
1733824377713;(655.9, 184.1);FirstButterfly;Disappear;Distractor;(651.8, 138.7);;(647.0, 196.2);393;392
1733824378728;(831.9, 309.3);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824378728;(831.9, 309.3);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824379729;(919.4, 250.5);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824379730;(915.0, 249.7);Branch;Appear;Distractor;(1267.0, 140.2);;(1248.6, 177.0);658;374
1733824380446;(1249.0, 167.2);Branch;Disappear;Distractor;(1267.0, 140.2);;(1248.6, 177.0);658;374
1733824381062;(1250.0, 158.4);Mouse Click;Incorrect;Distractor clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824381464;(1240.8, 164.0);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824382478;(935.8, 140.2);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824382479;(935.8, 140.2);Branch;Appear;Distractor;(651.8, 143.4);;(660.1, 179.4);490;364
1733824383196;(655.3, 137.2);Branch;Disappear;Distractor;(651.8, 143.4);;(660.1, 179.4);490;364
1733824384195;(679.2, 153.4);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824384195;(679.2, 153.4);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824385195;(914.9, 225.5);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824385196;(914.9, 225.5);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824385595;(1262.0, 215.4);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824385912;(1273.1, 246.2);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824386930;(1013.4, 214.1);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824387929;(1016.3, 209.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824387929;(1016.3, 209.7);Branch;Appear;Distractor;(1267.0, 140.2);;(1248.6, 177.0);658;374
1733824388645;(1244.5, 183.7);Branch;Disappear;Distractor;(1267.0, 140.2);;(1248.6, 177.0);658;374
1733824389664;(845.2, 169.2);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824389664;(845.2, 169.2);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824390678;(1073.5, 242.0);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824390679;(1073.5, 242.0);Branch;Appear;Distractor;(1267.0, 140.2);;(1248.6, 177.0);658;374
1733824391379;(1293.9, 143.5);Branch;Disappear;Distractor;(1267.0, 140.2);;(1248.6, 177.0);658;374
1733824392395;(725.5, 127.2);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824392396;(725.5, 127.2);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
