Timestamp;EyeTracker;ObjectName;ObjectState;Label;GameObjectPos (Screen Coordinates);Aux Message;AOI_Origin;AOI_Width;AOI_Height
1733824393412;(837.7, 238.9);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824393412;(837.7, 238.9);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824393846;(1294.1, 235.1);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824394129;(1283.2, 235.7);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824395129;(972.8, 389.3);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824396145;(935.3, 273.1);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824396145;(935.3, 273.1);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824396495;(1248.5, 210.3);Mouse Click;Correct;Target clicked;(951.0, 185.0);;(951.0, 185.0);0;0
1733824396864;(1259.1, 210.0);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824397863;(1061.8, 257.0);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824398879;(1212.9, 223.4);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824398880;(1212.9, 223.4);Branch;Appear;Distractor;(651.8, 143.4);;(660.1, 179.4);490;364
1733824399595;(660.7, 176.1);Branch;Disappear;Distractor;(651.8, 143.4);;(660.1, 179.4);490;364
1733824400596;(1038.7, 174.0);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824400596;(1038.7, 174.0);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824401612;(1038.9, 293.3);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824401613;(1038.9, 293.3);Stone;Appear;Distractor;(1261.5, 156.3);;(1225.4, 168.5);392;235
1733824402313;(1272.4, 146.8);Stone;Disappear;Distractor;(1261.5, 156.3);;(1225.4, 168.5);392;235
1733824403329;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824403329;(NaN, NaN);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824404345;(1231.5, 275.3);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824404346;(1231.5, 275.3);FirstButterfly;Appear;Distractor;(651.8, 138.7);;(647.0, 196.2);393;392
1733824405064;(NaN, NaN);FirstButterfly;Disappear;Distractor;(651.8, 138.7);;(647.0, 196.2);393;392
1733824406079;(962.6, 228.0);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824406079;(962.6, 228.0);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824407096;(962.5, 211.6);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824407097;(962.5, 211.6);FirstButterfly;Appear;Distractor;(1267.0, 135.5);;(1242.8, 194.1);500;402
1733824407812;(1263.6, 176.3);FirstButterfly;Disappear;Distractor;(1267.0, 135.5);;(1242.8, 194.1);500;402
1733824408829;(935.8, 255.4);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824408829;(935.8, 255.4);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824409846;(869.6, 272.8);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824409848;(869.6, 272.8);SecondButterfly;Appear;Distractor;(1257.8, 140.5);;(1263.2, 188.9);316;285
1733824410565;(1236.7, 178.8);SecondButterfly;Disappear;Distractor;(1257.8, 140.5);;(1263.2, 188.9);316;285
1733824411564;(860.8, 297.3);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824411564;(860.8, 297.3);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824412579;(1197.2, 246.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824412579;(1197.2, 246.7);FirstButterfly;Appear;Distractor;(651.8, 138.7);;(647.0, 196.2);393;392
1733824413278;(681.3, 178.7);FirstButterfly;Disappear;Distractor;(651.8, 138.7);;(647.0, 196.2);393;392
1733824414295;(1130.0, -30.2);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824414296;(1130.0, -30.2);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824415296;(1082.8, 413.5);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824415297;(1082.8, 413.5);FirstButterfly;Appear;Distractor;(1267.0, 135.5);;(1242.8, 194.1);500;402
1733824416012;(1291.6, 184.8);FirstButterfly;Disappear;Distractor;(1267.0, 135.5);;(1242.8, 194.1);500;402
1733824417029;(1285.1, 192.4);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824417029;(1285.1, 192.4);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824418047;(1017.7, 269.6);;;;(0.0, 0.0);Game Ends;(0.0, 0.0);0;0
1733824431570;(NaN, NaN);Mouse Click;Neutral;;(1759.0, 107.0);;(1759.0, 107.0);0;0
