Timestamp;EyeTracker;ObjectName;ObjectState;Label;GameObjectPos (Screen Coordinates);Aux Message;AOI_Origin;AOI_Width;AOI_Height
1733824009729;(893.9, 205.9);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824010444;(904.7, 183.3);Mouse Click;Correct;Target clicked;(971.0, 173.0);;(971.0, 173.0);0;0
1733824010494;(898.7, 195.4);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824012511;(915.8, 178.7);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824013028;(907.6, 181.6);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824013029;(907.6, 181.6);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824013643;(917.5, 171.2);Mouse Click;Correct;Target clicked;(971.0, 173.0);;(971.0, 173.0);0;0
1733824013779;(926.3, 170.1);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824015794;(929.4, 181.1);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824016294;(925.6, 186.8);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824016295;(925.6, 186.8);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824016793;(751.6, 176.0);Mouse Click;Correct;Target clicked;(971.0, 173.0);;(971.0, 173.0);0;0
1733824017061;(NaN, NaN);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824019061;(1258.2, 266.4);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824019579;(1300.2, 218.5);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824019579;(1300.2, 218.5);BlueFlowers;Appear;Distractor;(1266.9, 130.0);;(1292.4, 244.7);495;416
1733824020345;(1465.2, 186.6);BlueFlowers;Disappear;Distractor;(1266.9, 130.0);;(1292.4, 244.7);495;416
1733824022360;(1096.9, 323.2);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824022361;(1096.9, 323.2);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824022861;(992.8, 207.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824022861;(992.8, 207.7);YellowPurpleFlowers;Appear;Distractor;(1266.9, 127.8);;(1253.7, 264.9);527;425
1733824023626;(1438.6, 207.6);YellowPurpleFlowers;Disappear;Distractor;(1266.9, 127.8);;(1253.7, 264.9);527;425
1733824025643;(1083.4, 318.2);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824025643;(1083.4, 318.2);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824026160;(1415.7, 168.5);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824026161;(1415.7, 168.5);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824026643;(757.1, 183.6);Mouse Click;Correct;Target clicked;(971.0, 173.0);;(971.0, 173.0);0;0
1733824026910;(758.9, 177.9);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824028928;(1483.3, 288.7);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824029443;(1391.6, 240.3);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824029444;(1391.6, 240.3);YellowPurpleFlowers;Appear;Distractor;(1266.9, 127.8);;(1253.7, 264.9);527;425
1733824030194;(697.1, -701.8);YellowPurpleFlowers;Disappear;Distractor;(1266.9, 127.8);;(1253.7, 264.9);527;425
1733824032210;(1261.3, 274.4);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824032210;(1261.3, 274.4);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824032727;(1131.8, 221.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824032727;(1131.8, 221.7);YellowPurpleFlowers;Appear;Distractor;(651.9, 131.2);;(657.2, 265.7);408;416
1733824033494;(785.9, 203.4);YellowPurpleFlowers;Disappear;Distractor;(651.9, 131.2);;(657.2, 265.7);408;416
1733824033676;(787.9, 211.5);Mouse Click;Incorrect;Distractor clicked;(971.0, 173.0);;(971.0, 173.0);0;0
1733824035510;(1080.4, 563.3);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824036010;(NaN, NaN);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824036011;(NaN, NaN);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824036778;(808.7, 316.0);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824038793;(1396.3, 262.5);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824038793;(1396.3, 262.5);Answer;Incorrect;Target not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824039294;(1080.0, 173.9);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824039294;(1080.0, 173.9);YellowPurpleFlowers;Appear;Distractor;(651.9, 131.2);;(657.2, 265.7);408;416
1733824040060;(807.4, 207.5);YellowPurpleFlowers;Disappear;Distractor;(651.9, 131.2);;(657.2, 265.7);408;416
1733824042059;(NaN, NaN);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824042060;(NaN, NaN);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824042578;(1443.5, 287.0);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824042579;(1443.5, 287.0);YellowPurpleFlowers;Appear;Distractor;(1266.9, 127.8);;(1253.7, 264.9);527;425
1733824043326;(1482.3, 168.7);YellowPurpleFlowers;Disappear;Distractor;(1266.9, 127.8);;(1253.7, 264.9);527;425
1733824045344;(1243.5, 269.6);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824045344;(1243.5, 269.6);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824045859;(1518.8, 301.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
